날짜,토론,label
2020.10.22 18:25,안녕하세요 형들,
2020.10.22 18:15,흠 팔고 갑니다,
2020.10.22 18:14,손절.유영두,
2020.10.22 17:45,이미 3억대주주로 코스피에서,
2020.10.22 17:42,홍남기 3억 그대로 고수한단다. 국민들 소리가 개소리로 들리는 모양.,
2020.10.22 17:37,하...40층이에요ㅠㅠ,
2020.10.22 17:31,오늘 입성 ..,
2020.10.22 17:17,홍남기해임 만이 개미가 살길이다,
2020.10.22 17:15,카카오만 보지말고,
2020.10.22 16:56,분노합시다! 10/23(금) 오후 2시. 청와대 앞 분수광장,
2020.10.22 16:56,저점 354000 생각하고있었는데,
2020.10.22 16:41,오늘 좀 쫄앗다. 상승 예상햇는데 내려서,
2020.10.22 16:39,진짜 궁금한점.. 안티 하는 이유 궁금해여~~,
2020.10.22 16:44,진짜 궁금한점.. 안티 하는 이유 궁금해여~~,
2020.10.22 16:20,동학개미 말살하는 홍남기 해임청원,
2020.10.22 16:16,영업이익....,
2020.10.22 16:07,당분간 하락내지 보합 횡보할듯합니다.,
2020.10.22 15:54,☆☆《카카오》마감시황《속보》 ☆☆,
2020.10.22 15:49,내일은 반등 옵니다.,
2020.10.22 15:45,카카오 !! 어쩌다 이지경이되 ;;■■ 심하다 ;;,
2020.10.22 15:43,개미는 접근 하지 말라,
2020.10.22 15:40,"진짜 수상한 카카오,네이버 망할 수 있다. 조심해라",
2020.10.22 15:38,"카카오, 네이버 심각 진짜 망할 수 있다..",
2020.10.22 15:37,거의 2개월째 하락,
2020.10.22 15:36,주가관리 좀해야 겠네,
2020.10.22 15:33,게라웃오브히아,
2020.10.22 15:27,대주주 3억 반대 관련 홍남기 해임 청원,
2020.10.22 15:27,손절.유영두,
2020.10.22 15:25,주식도 개인 파산 신청 가능한가요?,
2020.10.22 15:25,양도세폐지 국민청원 (대주주 3억하향이 증시하락의 주범!)양,
2020.10.22 15:23,호재충 나오라고 ㅋㅋㅋㅋㅋㅋ,
2020.10.22 15:14,앵두방송보고 들어온 개호구들 봐라,
2020.10.22 15:13,3월에 줍줍시재 주식계좌 통털어 플러스 1억2천 ㅋㅋ,
2020.10.22 15:06,카카오 지금 매수하면 물린다.,
2020.10.22 15:06,종토방에 개인 매도 하지 말라고 글 쓰는 사람들,
2020.10.22 15:05,20층 주민입니다,
2020.10.22 15:04,코로나 직전가격,
2020.10.22 15:04,교환사채 대폭락,
2020.10.22 15:02,중수이상 다 팔고 나갔다. 천천히 와~,
2020.10.22 14:59,교환 사채 뭐냐 ㅋㅋㅋㅋ,
2020.10.22 14:54,앵두형님께서 그랬다,
2020.10.22 14:53,32만에서 잡음 된다,
2020.10.22 14:50,팍팍 오르자 쫌 팍팍,
2020.10.22 14:49,35층만지켜줘,
2020.10.22 14:48,50만원 가는거 온천하가 다 아는데 다들 왜 안사지,
2020.10.22 14:41,47만원 보장이 되었는데 안산다고?,
2020.10.22 14:38,약속의 시간 3시,
2020.10.22 14:35,카카오믿고가자,
2020.10.22 14:34,근데 카카오가 가장 매력적이긴 하다,
2020.10.22 14:33,3억 이상 개부자들 끌어내리자 으샤으샤,
2020.10.22 14:32,드디어 공포분위기 조성이 되가는구나,
2020.10.22 14:28,영두형님께서 말씀하셨다..카카오 빼고 다 매도!!,
2020.10.22 14:22,올해는 주식앱 지우고 내년 3월에 다시만나요~~,
2020.10.22 14:21,플랫폼주 실적 시즌 다가옵니다...,
2020.10.22 14:21,보람 패밀리!!,
2020.10.22 14:12,담에는 무조건 정권 바꿔주세요,
2020.10.22 14:10,인수,
2020.10.22 14:10,말아 올려봐라 시간 됐다,
2020.10.22 14:08,[무슨일이벌어져도 나하고는상관없는일-멀뚱멀뚱할종자들],
2020.10.22 14:08,38층 이웃분들 계시나요~~?,
2020.10.22 14:58,38층 이웃분들 계시나요~~?,
2020.10.22 14:07,씨엘,
2020.10.22 14:05,무능한 정권은 아집도 세다,
2020.10.22 14:01,앵구,
2020.10.22 13:58,요즘은 우량주고뭐고,
2020.10.22 13:54,홍남기해임 만이 개미가 살길이다,
2020.10.22 13:47,주목! 모두가 알아야합니다!!,
2020.10.22 13:44,본좌는 말했다,
2020.10.22 13:44,"순식간에 상간다 ㅡ 3,400억원 현금 보유",
2020.10.22 13:41,개잡주 올해는 글렀구나,
2020.10.22 13:37,머잖아 대부분의 종목이,
2020.10.22 13:35,대주주법 3억이 말이야?,
2020.10.22 13:34,그만팔어 돈 없어 xx들아 ㅋㅋ,
2020.10.22 13:32,카카오만 보지말고,
2020.10.22 13:29,여러분,
2020.10.22 13:24,원래 10월 장 자체가 어렵기도하고,
2020.10.22 13:23,29만원 본다,
2020.10.22 13:19,계단식하락~~조심하세요,
2020.10.22 13:17,증시 대탈출,
2020.10.22 13:15,카카오 주주님들 힘내세오~,
2020.10.22 13:13,개미가 개미인 이유,
2020.10.22 13:10,순식간에 상간다 ㅡ 물량 간수 철저,
2020.10.22 13:07,웃긴 놈들 많네 ㅋㅋㅋㅋㅋㅋ,
2020.10.22 13:06,손절 유스승 파절 김이다,
2020.10.22 13:01,그냥 견디기..,
2020.10.22 12:59,"카카오 미니 가입자 124,000 명 가입 ㅡ경축",
2020.10.22 12:54,유튜버 손절 유입니다. ※ 필독>※,
2020.10.22 12:53,주가 올려놓으니 우리사주가 팔아쳐묵네?,
2020.10.22 12:51,카카오 매수도 안한 사람들이 굳이 여기 와서 글 쓰냐,
2020.10.22 12:49,"목표가 520,000 원 목표가 제시 ㅡ농협증권",
2020.10.22 12:49,지금시점에서는 손절이 답 팍~~,
2020.10.22 12:48,유대인,
2020.10.22 12:44,왜 자꾸떨어지는지 모르겠지?,
2020.10.22 12:40,"매수 매수50 만원 .,.",
2020.10.22 12:26,"투자자금 3,400억원 확보 ㅡ대 호재",
2020.10.22 12:25,사채가 호재라는 넘닐 어디갔나?,
2020.10.22 12:25,앵두는 무슨유대 소리치는지~,
2020.10.22 12:25,저 ㅅ 같다!!.. 대체 투자의 기준이...,
2020.10.22 12:25,교환사채 호재라던 색히 나오세요,
2020.10.22 12:23,"교환가격 477,225 - 348,000 = 129,225 원",
2020.10.22 12:22,연말까지 두 달도 안 남았는데 50만 가는거 맞음?,
2020.10.22 12:22,손절 앵두,
2020.10.22 12:22,손절 앵두,
2020.10.22 12:21,개인 투자자만 손해보게 하는 대주주 3억은 폐기되어야 합니다.,
2020.10.22 12:20,손절.유영두,
2020.10.22 12:17,매수가 낮게잡아논개미들에게,
2020.10.22 12:11,메루치,
2020.10.22 12:08,"추미애, 직권 남용으로 언젠가는 감옥가야 한다.",
2020.10.22 12:06,카카오 주주가치 제고 해야,
2020.10.22 11:59,29층에서,
2020.10.22 11:50,"현금 자금 3,400 억원 확보 ㅡ 해외교환자금",
2020.10.22 11:49,30만원깨진다면 몰빵한다 가능할까...,
2020.10.22 11:40,유영두 vs 침팬치,
2020.10.22 11:25,조정은 매수의 기회 카카오 2백만원 간다 - 유영두 -,
2020.10.22 11:14,주주 입니다.,
2020.10.22 11:14,지금 증시는 대하락 중에 있다,
2020.10.22 11:10,대주주 요건 강화-현정권의 정체성에 가장 부합.,
2020.10.22 11:07,손절 유*두 계좌인증..,
2020.10.22 11:06,영두형 안문숙 닮았네,
2020.10.22 11:03,폭락 패밀리~손절 개작두,
2020.10.22 10:58,지금이라도 네이버로 갈아타야할까요?,
2020.10.22 10:58,나스닥 선물도 하락중이고,
2020.10.22 10:55,5양봉 어디갔어~,
2020.10.22 10:53,지금은 땅파는 구간인데,
2020.10.22 10:52,대주주3억 처리못하면 동학개미들도 거의 다 몰살됩니다,
2020.10.22 10:46,메루치,
2020.10.22 10:45,잠깐,
2020.10.22 10:42,누가,
2020.10.22 10:31,카카오 망해가나요?,
2020.10.22 10:31,오늘도 역시,
2020.10.22 10:27,한투가..,
2020.10.22 10:26,아직 목표가 안왔다,
2020.10.22 10:25,한국주식 특성상 연말까지 빠질 예정,
2020.10.22 10:24,33층까지ㅜ밀릴듯,
2020.10.22 10:23,여러분 일희일비 하시면 안됩니다,
2020.10.22 10:23,손절.유영두,
2020.10.22 10:20,개 OOO들,
2020.10.22 10:19,떨어지는 건 날개가 없다 ...,
2020.10.22 10:19,말아 올 리는중 하지만 매수세 다 잡아,
2020.10.22 10:16,주식하루 이틀 하나 35만은 바닥. 34만은 바겐세일,
2020.10.22 10:16,힘을 내라 카카오.,
2020.10.22 10:15,카카오 얘네들은 교환사채가 성공하리라 자신하나?,
2020.10.22 10:11,공시에 떡하니 적혀있구만 뭐?,
2020.10.22 10:08,대학생이 가장 취업하고 싶은 기업 1위 카카오,
2020.10.22 10:07,와 싸다 안사고 뭐하냐? 개싼데. . .,
2020.10.22 10:06,요즘처럼 떨어질 때 주식 많이들 사세요.,
2020.10.22 10:04,오늘도쌍끌이매도네,
2020.10.22 10:03,쌍바닥 다지는중이라 걱정이 안된다,
2020.10.22 10:02,개미만 버글버글 거품 맞네,
2020.10.22 10:00,28언넝 온나,
2020.10.22 09:55,기재부 국감 몇시임??,
2020.10.22 09:55,대주주 요건 강화-현정권의 정체성에 가장 부합.,
2020.10.22 09:54,오늘은,
2020.10.22 09:51,한투,
2020.10.22 09:50,3395억 해외교환사채 발행은 악재로 결론,
2020.10.22 09:50,믿어요,
2020.10.22 09:49,콩나물 팍팍 유영두 팍팍,
2020.10.22 09:49,유영두 형님 믿었다가 3천 날렸습니다.,
2020.10.22 09:48,네덜란드 놈들,
2020.10.22 09:46,진군하라~,
2020.10.22 09:43,한투는,
2020.10.22 09:43,아무리 떨어져도 33밑으로는 절대안오지,
2020.10.22 09:43,아무리 떨어져도 33밑으로는 절대안오지,
2020.10.22 09:42,ㅎㅎㅎ,
2020.10.22 09:42,카카오 자주처분 가격 ㅋ,
2020.10.22 09:41,자기주식 처분 주식수가,
2020.10.22 09:40,ㅎㅎㅎ,
2020.10.22 09:39,오늘은유럽??,
2020.10.22 09:39,양도세폐지 국민청원 (대주주 3억하향이 증시하락의 주범!)양,
2020.10.22 09:38,거대금융자본 C파동 팍팍!!,
2020.10.22 09:38,카카오 자기주식 처분한단다,
2020.10.22 09:38,지금이 오히려 추매타이밍이지,
2020.10.22 09:37,안녕하세요 당신들의 지갑요정이에요,
2020.10.22 09:37,떨어지는,
2020.10.22 09:35,개미 무덤,
2020.10.22 09:34,조정은 매수의 기회 카카오 2백만원 간다 - 유영두 -,
2020.10.22 09:32,슬슬담궈볼까,
2020.10.22 09:32,개잡주,
2020.10.22 09:32,앵두형~ 주가가 왜이래~,
2020.10.22 09:32,영두형이 내년까지 100만간다고했음,
2020.10.22 09:30,대주주 3억을 고수하는 이유??,
2020.10.22 09:30,앵두형!,
2020.10.22 09:30,...,
2020.10.22 09:30,ㅋㅋ 홍남기,
2020.10.22 09:30,지금부터 움직여 볼까?,
2020.10.22 09:30,ㅋㅋㅋ 어제 또 설겆이 당하셨죠~,
2020.10.22 09:29,흙흙.. 다시 올리놔라 이놈들아 ~~~,
2020.10.22 09:25,공매도,
2020.10.22 09:23,ㅎㅎㅎ,
2020.10.22 09:22,찬티들 어서오고,
2020.10.22 09:22,우선 피하고본다.,
2020.10.22 09:21,앵두형!!,
2020.10.22 09:21,손절.유영두,
2020.10.22 09:21,이번 전환사채를,
2020.10.22 09:19,지금 은 들어갈 타이밍이 아니야,
2020.10.22 09:19,ㅎㅎㅎ.,
2020.10.22 09:18,우리나라,
2020.10.22 09:17,ㅎㅎㅎ,
2020.10.22 09:14,대주주3억 처리못하면 다 죽써서 개주는거임요,
2020.10.22 09:14,폭락하는거보니 기분이좋아지네요,
2020.10.22 09:13,손절 팍,
2020.10.22 09:13,혹시 개구리 삶기라고 아는가?,
2020.10.22 09:13,공매도,
2020.10.22 09:13,"477,225 원 /1주당 ㅡ 교환사채로 3,400억원 확보",
2020.10.22 09:12,추가 매수는 20일 이평선,
2020.10.22 09:12,ㅎㅎㅎ,
2020.10.22 09:11,34,
2020.10.22 09:11,27만원,
2020.10.22 09:10,유영두,
2020.10.22 09:10,손절.유영두,
2020.10.22 09:09,"현금 수입 3,400억원 투자자금 활용",
2020.10.22 09:09,"추미애, 직권 남용으로 언젠가는 감옥가야 한다.",
2020.10.22 09:09,미래에셋,
2020.10.22 09:09,34.8입성,
2020.10.22 09:08,주가관리 좀해야 겠네,
2020.10.22 09:08,고점은 낮아지고 저점도 낮아지고,
2020.10.22 09:07,34.9만원에 재입성,
2020.10.22 09:05,손절.. 앵두,
2020.10.22 09:04,유영두 노망난 영감탱이가,
2020.10.22 09:04,오늘도,
2020.10.22 09:03,모두들,
2020.10.22 08:57,물리면 기본5년 ㅋㅋㅋ,
2020.10.22 08:55,ㄱOOO,
2020.10.22 08:46,개인이 여속 8거래일째 매수핸네,
2020.10.22 08:41,다른 아무것도 문제가 되지않는다,
2020.10.22 08:31,카카오 5년뒤를보자,
2020.10.22 08:30,오늘의 승리자는 누가 될지 ㅋㅋ,
2020.10.22 08:22,카카오는 어떻게든 돈만 벌려고 급급하냐,
2020.10.22 08:16,대형호재인갸?,
2020.10.22 08:16,전환사채 교환 자사주처분 공시,
2020.10.22 08:03,손바닥으로 하늘을 가릴수 없다,
2020.10.22 07:57,47만원으로 올렸니..,
2020.10.22 07:52,공매도 연기하는 대신,
2020.10.22 07:50,미국의 부양안이 합의가 되면 우리에게,
2020.10.22 07:48,손절.유영두,
2020.10.22 07:32,양도세폐지 국민청원 (대주주 3억하향이 증시하락의 주범!)양,
2020.10.22 07:24,라이언,
2020.10.22 07:23,참고로 어디종목가나,
2020.10.22 07:04,음! 간밤에 나스닥이 거의 보합 수준이네요,
2020.10.22 06:54,보통 잡썰이 있으면 하락함,
2020.10.22 06:51,까까오 페이! 힌참 멀었다.커피한잔,
2020.10.22 06:49,교환가45에들어왓다는건,
2020.10.22 06:45,은행들의 위기 공룡카카오,
2020.10.22 06:30,나라를 망하게 해서 중국에 바치려는게 확실하다고 본다.,
2020.10.22 06:20,기레기 카카오 네이버 매수적기라하는데,
2020.10.22 06:07,카카오페이 수수료 카드수수료 이하로 낮춰라,
2020.10.22 05:59,##[뉴스]10억 대주주 유지 법안발의,
2020.10.22 03:43,오늘 하락임,
2020.10.22 02:59,30에서 사라..,
2020.10.22 02:36,45만원 75만주 매도폭탄,
2020.10.22 02:17,"카카오, 자기주식 처분",
2020.10.22 02:14,에혀 바보들...,
2020.10.22 02:08,딱 한마디만 더 해준다.,
2020.10.22 01:46,카카오는 뭘 할려고 3천억을 끌어왓을까,
2020.10.22 01:19,됐고,
2020.10.22 01:12,전환사채 모르면 주식 하지마,
2020.10.22 01:11,Fact check,
2020.10.22 00:49,카카오 전 은행을먹는건 시간문제,
2020.10.22 00:15,됐고,
2020.10.21 23:55,회계좀 해본사람이 정리해 보면,
2020.10.21 23:44,"주당 450,713원에 매각하다니 주당100,000 원씩 순익 발생",
2020.10.21 23:38,두나무,
2020.10.21 23:26,주가 끌어 올리겠다잔아!!!!!,
2020.10.21 23:25,75만주매도 대폭락임박 ㅋㅋㅋ,
2020.10.22 08:31,75만주매도 대폭락임박 ㅋㅋㅋ,
2020.10.21 23:12,어떤 분이 이 사채를 살까?,
2020.10.21 23:11,카카오가 돈이 딸리나,
2020.10.21 23:08,어휴 ㄷㅅ개미들 ㅋㅋㅋ 쫄려서 찬티질하누,
2020.10.21 23:02,팩트,
2020.10.21 23:06,니 인생 종가 18.18원,
2020.10.21 22:55,내일 오전에 흐르면 담고,
2020.10.21 23:03,공식 손절가 45만,
2020.10.21 22:53,사채금액으로 디앤씨미디어 인수한다면..,
2020.10.21 22:46,호재면 올라야지 시간외 보면 떨어짐,
2020.10.21 23:08,심약 개미 아닌 불개미,
2020.10.21 22:45,"350,000 원 짜리를 450,000 원에 팔아먹는 재주",
2020.10.21 22:44,"처분금액 339,570,000,000 원 입니다",
2020.10.21 22:33,금태섭 서울시장 관련주,
2020.10.21 22:21,만기에 교환이면 교환청구시작일이 왜 있어?,
2020.10.21 22:18,카카오 교환사채 eb <---이게 왜 악재 임 ㅡ.ㅡ,
2020.10.21 22:21,ㅋㅋ 공식 손절가 45만,
2020.10.21 22:15,자신감,
2020.10.21 22:12,시간외 하락..,
2020.10.21 22:10,45만원만 기억해두면 되겠네,
2020.10.21 22:10,"이재명 ""옵티머스 사기범들 징역 100년 씩""",
2020.10.21 22:05,공시에 대한 팩트 체크를 하자면,
2020.10.21 21:54,대충 보니까 내년 1월부터 시작인거지?,
2020.10.21 22:00,조기상환은 옵션..,
2020.10.21 22:03,교환청구시작일이 내년 1월 1일인데?,
2020.10.21 21:41,카카오. 장마감 기업공시뉴스,
2020.10.21 21:33,악재떴ㄴ ㅔㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2020.10.21 21:55,이것도 개무식이넹.니 인생 지금부터 악재,
2020.10.21 21:30,영두형님이 그랬습니다,
2020.10.21 21:27,야 엉두형 대단한데?,
2020.10.21 21:25,문정권엔 위정자가 너무많쥬?,
2020.10.21 21:25,투자금,
2020.10.21 22:05,플랫폼 및 콘텐츠 인수합병 자원확보,
2020.10.21 21:15,ㅡ ㅡ으이구...답답한안티들,
2020.10.21 21:11,라임 옵티머스 권력형금융게이트 특검도입해 여야 권력자 잡아내야,
2020.10.21 21:17,라임 옵티머스 권력형금융게이트 특검도입해 여야 권력자 잡아내야,
2020.10.21 21:07,●●●한마디 합니다●●●,
2020.10.21 21:05,흑우들아 울부짖어라 ㅋㅋㅋㅋㅋ,
2020.10.21 20:58,4월로 돌아가고 싶네요..,
2020.10.21 20:57,어떤 빡데가리가 돈을 무이자로 3000억을 빌려줌,
2020.10.21 20:49,한동훈이 서울시장 되면 정권비리 덩굴째로 캐낼 수 있다.,
2020.10.21 20:47,호재,
2020.10.21 20:39,낼 둘 중에 하나다.,
2020.10.21 20:30,이제 무식한애들 없어졌네..,
2020.10.21 20:26,이게 맞지,
2020.10.21 20:07,교환사채 발행 오늘종가기준 127% 높게 발행 ㅋㅋ,
2020.10.21 20:07,고점은 낮아졌고 저점만 낮아지면,
2020.10.21 20:04,해외 사채 3395억,
2020.10.21 19:47,무식한 애들 봐라..,
2020.10.21 19:46,카카오주주여러분은?,
2020.10.21 19:40,아놔~~,
2020.10.21 19:29,금리 0%로 투자받았다는 밖대가리 없제?,
2020.10.21 19:24,라임 옵티머스 몸통(실세) 누가 외국으로 빼돌렸나?,
2020.10.21 19:22,유영두,
2020.10.21 19:22,하나만 더 써줄게 EB,
2020.10.21 19:21,"카카오, 카카오뱅규, 카카오택시, 카카오게임즈",
2020.10.21 19:19,문정권 표준장관 조국 추미애 두장관말 국민은 콩으로 메주를 쑨다해도 안믿을듯,
2020.10.21 19:19,개미새긔들 ㅋㅋㅋ 풀매수 ㅋㅋㅋㅋㅋ,
2020.10.21 19:15,OOO,
2020.10.21 19:01,옛날에 이런말이 있다,
2020.10.21 18:57,대주주 양도세 때문에 여당과 대통령님 지지함^^,
2020.10.21 18:51,부채늘어난게 모가 좋은지 띨띨하네. 현금 많은게 좋지,
2020.10.21 18:49,내용 無,
2020.10.21 18:41,금리 0%짜리 교환사채(EB),
2020.10.21 18:39,엄청 쉽게 설명.. 교환사채,
2020.10.21 18:38,생각해보니까 카카오가 진짜 리스크 큰 주식이네,
2020.10.21 18:35,결론은 카카오 돈이 없는 소리에요~,
2020.10.21 18:32,미선말아올리는중,
2020.10.21 18:30,진짜 이 개만도 못한 정책.대주주3억,
2020.10.21 18:30,Jsm5님 말대로라면,
2020.10.21 18:29,시외폭락이라고 해서 보니 무슨 종가대비 2천5백원 떨어졌네,
2020.10.21 18:29,교환사채 네이버 백과사전,
2020.10.21 18:26,호재 아닌가요? 무이자로 4400억 빌려오는건데,
2020.10.21 18:26,기회당,
2020.10.21 18:23,머야 이거 오늘 오전에 팔아서 재매수 기회보는데,
2020.10.21 18:20,교환사채가 부채라고 보면된다,
2020.10.21 18:18,수익실현자가 승자,
2020.10.21 18:46,수익실현자가 승자,
2020.10.21 18:16,카카오 대단하다 돈하나도 안들이고 주식장사 오지게 잘하네,
2020.10.21 18:15,닝기리,
2020.10.21 18:11,전환사채는 카카오가 나중에 45만원에 사줘야 되는거야~,
2020.10.21 18:07,자기주식처분,
2020.10.21 18:06,카카오 진짜 대단한 회사다 돈없으면 주식찍어 내는게 특기인듯,
2020.10.21 18:05,자 개미님들 EB궁금하지 정확히 해석해줄게!,
2020.10.21 18:03,주가하락 원흉 홍남기 해임청원 강력요청,
2020.10.21 17:59,네이버랑 카카오중에,
2020.10.21 17:59,ㅎㅎ,
2020.10.21 17:53,공시는 아무의미읍다.,
2020.10.21 17:52,사채관련 필독,
2020.10.21 17:50,"해외교환사채가격 = 450,713 원 입니다",
2020.10.21 17:49,요새 네이년 종토방에 홍남기 정적들이,
2020.10.21 17:47,미장 나락가네,
2020.10.21 17:46,업비트 들어가보면 답나오는데,
2020.10.21 17:40,전환사채와 달리 교환사채는 악재도 호재도 아닙니다,
2020.10.21 17:38,주가하락 원흉 홍남기 해임청원 강력요청,
2020.10.21 17:35,적정가 15만원이다,
2020.10.21 17:34,드림카카오,
2020.10.21 17:33,시총 8조따리가 3천억없어서,
2020.10.21 17:25,당장에 그 돈 없어서 투자명목으로 사채 발행이라,
2020.10.21 17:24,개미들 모르고 쫄리면 던지고 나가요,
2020.10.21 17:23,악재고 호재고 아무 상관없음 내일,
2020.10.21 17:20,외국인기관싹쓸이양매수LㅔOI버50만원대세상승,
2020.10.21 17:18,개인투자자분들,
2020.10.21 17:15,미리하는 내일 종가 맞추기...,
2020.10.21 17:13,전환사채도 아니고 교환하는 회사에서 25%이상,
2020.10.21 17:12,"해외교환사채 3,395억원 투자자금 확보 ㅡ경하드립니다",
2020.10.21 17:09,23년까지 카카오는 45만원으로 보고 있음,
2020.10.21 17:08,아무리봐도 개악재인데?,
2020.10.21 17:06,자기주식 처분 결정,
2020.10.21 17:02,여기 아까 공시 해석 해준다는 애 어디갔니?,
2020.10.21 17:00,교환사채 45란거는,
2020.10.21 16:54,니가 교환사채를 삿어 근데 45만원이야,
2020.10.21 16:51,지금 가격보다,
2020.10.21 16:48,이런제길 352500원에 매수 걸어놨는데,
2020.10.21 16:42,공시 이득이네 교환가액 45만원 ?ㄷㄷㄷㄷㄷ,
2020.10.21 16:34,그래도 우리가 현대차보단 낫다,
2020.10.21 16:15,카카오 상한가 기원. !! 실검 챌린지 부탁 드립니다.,
2020.10.21 16:08,형님 누나 제발 부탁드립니다. 급합니다.,
2020.10.21 15:56,네이버 실검 챌린지 안내 오후 4시~6시,
2020.10.21 15:50,네이버 실검 챌린지 안내 오후 4시~6시,
2020.10.21 15:45,☆☆《카카오》마감시황《속보》 ☆☆,
2020.10.21 15:39,오늘은 트레이더 승,
2020.10.21 15:38,주린이 생존확인,
2020.10.21 15:30,바보 카카오,
2020.10.21 15:26,오늘 유대자본 팔았슈?,
2020.10.21 15:25,제일 짜증남,
2020.10.21 15:19,영차영차 개미들 홧팅 올라가즈아~~,
2020.10.21 15:15,5분 2% 만들자,
2020.10.21 15:15,개관 외국인 아래에서 겁나게 매집했겟네,
2020.10.21 15:08,집문새 노비문새,
2020.10.21 15:00,조만간 곧 40선 갑니다,
2020.10.21 14:56,손절.. 앵두,
2020.10.21 14:44,개미들아,
2020.10.21 14:43,카카오,
2020.10.21 14:37,조정은 매수의 기회 카카오 2백만원 간다 - 유영두 -,
2020.10.21 14:34,네이버로 오세요,
2020.10.21 14:33,손절.유영두,
2020.10.21 14:33,개관들은 항상 장난친다. 주가 오를라면 개미가 팔아야한다.,
2020.10.21 14:28,손절.유영두,
2020.10.21 14:29,앵두가 사라고해서 산분들 손들어보세요,
2020.10.21 14:25,꽉 잡으세요~~,
2020.10.21 15:06,다 팔았습니다..,
2020.10.21 14:21,차트가 쌉 우하향,
2020.10.21 14:21,앵두앵두!~~ 빨간앵두!~~~~,
2020.10.21 14:16,팍!팍!,
2020.10.21 14:15,안티는 아닙니다.,
2020.10.21 14:13,양도세폐지 국민청원 (대주주 3억하향이 증시하락의 주범!)양,
2020.10.21 14:08,긴꼬리 음봉?,
2020.10.21 13:44,국내 기관들,
2020.10.21 13:43,..,
2020.10.21 13:37,38층입니다,
2020.10.21 13:30,딴애기지만 엘화 100만간다고 난리를,
2020.10.21 13:27,353000,
2020.10.21 13:23,쓰레기,
2020.10.21 13:21,음봉 기록세우고 싶은 싸이코패쓰가 있네 개관,
2020.10.21 13:16,카카오vs네이버,
2020.10.21 13:05,손절.유영두,
2020.10.21 13:04,주가관리 좀해야 겠네,
2020.10.21 13:02,Oh 株여 ~~,
2020.10.21 13:00,카카오 내년여름 주가 백만원,
2020.10.21 13:00,참,
2020.10.21 12:58,안녕하십니까,
2020.10.21 12:58,카카오는,
2020.10.21 12:54,카카오님!!! 이제 달리셔야지요!!!,
2020.10.21 12:49,기관이,
2020.10.21 12:38,35만원에건 개미들아가격올리고싶으면 빼라,
2020.10.21 12:31,내 드림카카오의 달짝쌉살한 맛은 언제쯤????,
2020.10.21 12:30,카카오 마지노선 찍었제,
2020.10.21 12:29,네이버로,
2020.10.21 12:27,352000이게또 매수체결이 되네,
2020.10.21 12:25,OOO,
2020.10.21 12:25,유투버들!!!,
2020.10.21 12:24,어이구 윗꼬리 달았네..,
2020.10.21 12:23,359500 팔고 355500에 들갓다가 나옴,
2020.10.21 12:22,공매도,
2020.10.21 12:21,OOO들아,
2020.10.21 12:20,상한가 언제가나요 ?,
2020.10.21 12:18,앵두형님이 오른다고 하니 오르네,
2020.10.21 12:17,아주 그냥,
2020.10.21 12:14,에이씨,
2020.10.21 12:13,37까정 가자,
2020.10.21 12:10,손절.유영두,
2020.10.21 12:09,질린다 카카오,
2020.10.21 12:09,팔어 팔어 다팔어,
2020.10.21 12:08,코스피 전체적으로 올랐다 카카오 가즈아,
2020.10.21 12:05,40어디갔냐 몇달전부터 털라고 글썼구만,
2020.10.21 12:05,앵두형님 오늘 오른다하니 오르네.. 신기합니다,
2020.10.21 12:02,양도세폐지 국민청원 (대주주 3억하향이 증시하락의 주범!)양,
2020.10.21 12:02,한 20일 동안 내리기만 하네,
2020.10.21 12:00,영종도에 카카오테마 파크 들어 섰으면 좋겠어,
2020.10.21 11:59,ㅁㅊ,
2020.10.21 11:58,종가는,
2020.10.21 11:39,어제,
2020.10.21 11:34,어제 뉴스 보신분?,
2020.10.21 11:30,월봉보니 !,
2020.10.21 11:24,1000원 수익가지고 단타가 되나?,
2020.10.21 11:19,남실장? 내가 뭐라 했어,
2020.10.21 11:06,보람패밀리!!,
2020.10.21 11:04,참,
2020.10.21 11:04,추미애는 제2의 최순실!,
2020.10.21 12:13,추미애는 제2의 최순실!,
2020.10.21 10:59,올라가쥬아~~ㅎㅎ,
2020.10.21 10:58,10월말 까지 36만원선,
2020.10.21 10:58,3억대주주법안발의 추경호의원 검색해서 뉴스확인하세요,
2020.10.21 10:58,아니 지가뭔데 유대금융자본거려,
2020.10.21 10:54,지금이 단기 고점!,
2020.10.21 10:47,거짓말 하나 안보태고. 앵두는..,
2020.10.21 10:41,기술적 반등은 어제 나왔던 것 같습니다,
2020.10.21 10:36,주식은,
2020.10.21 10:33,보람상조 패밀리,
2020.10.21 10:24,조정은 매수의 기회 카카오 2백만원 간다 - 유영두 -,
2020.10.21 10:23,★ 359500때 대피하라 글썼는데,
2020.10.21 10:22,안팔면 올라갑니다~~,
2020.10.21 10:21,앵두가먼데 앵간히좀해라,
2020.10.21 10:20,ㅎㅎㅎ,
2020.10.21 10:18,ㅎㅎㅎ,
2020.10.21 10:17,와 이가,
2020.10.21 10:15,ㅎㅎㅎ,
2020.10.21 10:13,앵두 그냥반이 유행어,
2020.10.21 10:12,ㅎㅎㅎ,
2020.10.21 10:08,ㅎㅎㅎ,
2020.10.21 10:07,앵두팍팍,
